beta,load_comb,d,f_cck,chi1,chi2,rho,d_lower,a_to_d_ratio,weight
4.28883847088326,snow_wind,450,40,0.7,0.2,0.005,16,3,0.0197
4.16353576718562,snow_wind,450,40,0.8,0.2,0.005,16,3,0
4.04924792809991,snow_wind,450,40,0.9,0.2,0.005,16,3,0
4.74212681615894,snow_wind,450,40,0.1,0.3,0.005,16,3,0
4.84704852571869,snow_wind,450,40,0.2,0.3,0.005,16,3,0.2383
4.90452074193107,snow_wind,450,40,0.3,0.3,0.005,16,3,0.8639
4.81914879832897,snow_wind,450,40,0.4,0.3,0.005,16,3,0.9295
4.66381281497188,snow_wind,450,40,0.5,0.3,0.005,16,3,0.715
4.4998128361094,snow_wind,450,40,0.6,0.3,0.005,16,3,0.2383
4.3436495877819,snow_wind,450,40,0.7,0.3,0.005,16,3,0.0715
4.1991520080802,snow_wind,450,40,0.8,0.3,0.005,16,3,0
4.06658542202425,snow_wind,450,40,0.9,0.3,0.005,16,3,0
4.83382690278694,snow_wind,450,40,0.1,0.4,0.005,16,3,0
4.92066609769993,snow_wind,450,40,0.2,0.4,0.005,16,3,0.2564
5.02104918017167,snow_wind,450,40,0.3,0.4,0.005,16,3,0.9295
4.95972193292867,snow_wind,450,40,0.4,0.4,0.005,16,3,1
4.7824934550558,snow_wind,450,40,0.5,0.4,0.005,16,3,0.7692
4.59430551993915,snow_wind,450,40,0.6,0.4,0.005,16,3,0.2564
4.41387684971311,snow_wind,450,40,0.7,0.4,0.005,16,3,0.0769
4.2454385767268,snow_wind,450,40,0.8,0.4,0.005,16,3,0
4.08952533527331,snow_wind,450,40,0.9,0.4,0.005,16,3,0
4.76773287626644,snow_wind,450,40,0.1,0.5,0.005,16,3,0
4.83533590121531,snow_wind,450,40,0.2,0.5,0.005,16,3,0.1972
4.91679780938543,snow_wind,450,40,0.3,0.5,0.005,16,3,0.715
5.0165443147564,snow_wind,450,40,0.4,0.5,0.005,16,3,0.7692
4.93199208465513,snow_wind,450,40,0.5,0.5,0.005,16,3,0.5917
4.71720620337178,snow_wind,450,40,0.6,0.5,0.005,16,3,0.1972
4.5072235207822,snow_wind,450,40,0.7,0.5,0.005,16,3,0.0592
4.30815326676045,snow_wind,450,40,0.8,0.5,0.005,16,3,0
4.12100268342723,snow_wind,450,40,0.9,0.5,0.005,16,3,0
4.66321360838798,snow_wind,450,40,0.1,0.6,0.005,16,3,0
4.71424539017079,snow_wind,450,40,0.2,0.6,0.005,16,3,0.0657
4.77696965089907,snow_wind,450,40,0.3,0.6,0.005,16,3,0.2383
4.85597759427146,snow_wind,450,40,0.4,0.6,0.005,16,3,0.2564
4.9582142737727,snow_wind,450,40,0.5,0.6,0.005,16,3,0.1972
4.88272647599047,snow_wind,450,40,0.6,0.6,0.005,16,3,0.0657
4.63724311298091,snow_wind,450,40,0.7,0.6,0.005,16,3,0.0197
4.3979307372751,snow_wind,450,40,0.8,0.6,0.005,16,3,0
4.16730360371148,snow_wind,450,40,0.9,0.6,0.005,16,3,0
4.55708164041477,snow_wind,450,40,0.1,0.7,0.005,16,3,0
4.59353770108231,snow_wind,450,40,0.2,0.7,0.005,16,3,0.0197
4.63900642670299,snow_wind,450,40,0.3,0.7,0.005,16,3,0.0715
4.69735651207172,snow_wind,450,40,0.4,0.7,0.005,16,3,0.0769
4.77482484360394,snow_wind,450,40,0.5,0.7,0.005,16,3,0.0592
4.88250435757991,snow_wind,450,40,0.6,0.7,0.005,16,3,0.0197
4.83045148000711,snow_wind,450,40,0.7,0.7,0.005,16,3,0.0059
4.53693068052976,snow_wind,450,40,0.8,0.7,0.005,16,3,0
4.24160407589996,snow_wind,450,40,0.9,0.7,0.005,16,3,0
4.45771890807906,snow_wind,450,40,0.1,0.8,0.005,16,3,0
4.48100138293235,snow_wind,450,40,0.2,0.8,0.005,16,3,0
4.51041551726864,snow_wind,450,40,0.3,0.8,0.005,16,3,0
4.54868015135158,snow_wind,450,40,0.4,0.8,0.005,16,3,0
4.60053982185557,snow_wind,450,40,0.5,0.8,0.005,16,3,0
4.67471142301502,snow_wind,450,40,0.6,0.8,0.005,16,3,0
4.78949196841658,snow_wind,450,40,0.7,0.8,0.005,16,3,0
4.78074161483524,snow_wind,450,40,0.8,0.8,0.005,16,3,0
4.38077146840634,snow_wind,450,40,0.9,0.8,0.005,16,3,0
4.36656074819858,snow_wind,450,40,0.1,0.9,0.005,16,3,0
4.37774431893627,snow_wind,450,40,0.2,0.9,0.005,16,3,0
4.39227209516038,snow_wind,450,40,0.3,0.9,0.005,16,3,0
4.41076775194329,snow_wind,450,40,0.4,0.9,0.005,16,3,0
4.43671493547867,snow_wind,450,40,0.5,0.9,0.005,16,3,0
4.47482555772513,snow_wind,450,40,0.6,0.9,0.005,16,3,0
4.53637549572532,snow_wind,450,40,0.7,0.9,0.005,16,3,0
4.65114214077408,snow_wind,450,40,0.8,0.9,0.005,16,3,0
4.73528467835286,snow_wind,450,40,0.9,0.9,0.005,16,3,0
4.27457535134422,snow_wind,600,40,0.1,0.1,0.005,16,3,0
4.5121167770008,snow_wind,600,40,0.2,0.1,0.005,16,3,0
4.63938362940214,snow_wind,600,40,0.3,0.1,0.005,16,3,0
4.59593987021804,snow_wind,600,40,0.4,0.1,0.005,16,3,0
4.4830536696664,snow_wind,600,40,0.5,0.1,0.005,16,3,0
4.3590620960018,snow_wind,600,40,0.6,0.1,0.005,16,3,0
4.24018422731921,snow_wind,600,40,0.7,0.1,0.005,16,3,0
4.13071642932923,snow_wind,600,40,0.8,0.1,0.005,16,3,0
4.03127375348796,snow_wind,600,40,0.9,0.1,0.005,16,3,0
4.50793686897959,snow_wind,600,40,0.1,0.2,0.005,16,3,0
4.65463574761101,snow_wind,600,40,0.2,0.2,0.005,16,3,0.0657
4.76050298097998,snow_wind,600,40,0.3,0.2,0.005,16,3,0.2383
4.69546654519058,snow_wind,600,40,0.4,0.2,0.005,16,3,0.2564
4.56237223660357,snow_wind,600,40,0.5,0.2,0.005,16,3,0.1972
4.41986030452089,snow_wind,600,40,0.6,0.2,0.005,16,3,0.0657
4.28410762205208,snow_wind,600,40,0.7,0.2,0.005,16,3,0.0197
4.15902256747018,snow_wind,600,40,0.8,0.2,0.005,16,3,0
4.04488092651244,snow_wind,600,40,0.9,0.2,0.005,16,3,0
4.7353842831625,snow_wind,600,40,0.1,0.3,0.005,16,3,0
4.84032680770063,snow_wind,600,40,0.2,0.3,0.005,16,3,0.2383
4.89810340776566,snow_wind,600,40,0.3,0.3,0.005,16,3,0.8639
4.81330408792752,snow_wind,600,40,0.4,0.3,0.005,16,3,0.9295
4.65843797086342,snow_wind,600,40,0.5,0.3,0.005,16,3,0.715
4.49476524468079,snow_wind,600,40,0.6,0.3,0.005,16,3,0.2383
4.33883038639452,snow_wind,600,40,0.7,0.3,0.005,16,3,0.0715
4.19461457805772,snow_wind,600,40,0.8,0.3,0.005,16,3,0
4.06221481004773,snow_wind,600,40,0.9,0.3,0.005,16,3,0
4.82761136980094,snow_wind,600,40,0.1,0.4,0.005,16,3,0
4.91445692116312,snow_wind,600,40,0.2,0.4,0.005,16,3,0.2564
5.01478161584199,snow_wind,600,40,0.3,0.4,0.005,16,3,0.9295
4.95387166348332,snow_wind,600,40,0.4,0.4,0.005,16,3,1
4.77713458791169,snow_wind,600,40,0.5,0.4,0.005,16,3,0.7692
4.5892541547717,snow_wind,600,40,0.6,0.4,0.005,16,3,0.2564
4.40908893779675,snow_wind,600,40,0.7,0.4,0.005,16,3,0.0769
4.24083831737972,snow_wind,600,40,0.8,0.4,0.005,16,3,0
4.085108155474,snow_wind,600,40,0.9,0.4,0.005,16,3,0
4.76232016435758,snow_wind,600,40,0.1,0.5,0.005,16,3,0
4.82994433483279,snow_wind,600,40,0.2,0.5,0.005,16,3,0.1972
4.91141217026701,snow_wind,600,40,0.3,0.5,0.005,16,3,0.715
5.01110184424,snow_wind,600,40,0.4,0.5,0.005,16,3,0.7692
4.92653404314938,snow_wind,600,40,0.5,0.5,0.005,16,3,0.5917
4.71207836713811,snow_wind,600,40,0.6,0.5,0.005,16,3,0.1972
4.50236847119176,snow_wind,600,40,0.7,0.5,0.005,16,3,0.0592
4.3035532611256,snow_wind,600,40,0.8,0.5,0.005,16,3,0
4.11663459100884,snow_wind,600,40,0.9,0.5,0.005,16,3,0
4.65828490644137,snow_wind,600,40,0.1,0.6,0.005,16,3,0
4.70930394011402,snow_wind,600,40,0.2,0.6,0.005,16,3,0.0657
4.77205731294382,snow_wind,600,40,0.3,0.6,0.005,16,3,0.2383
4.85105179210604,snow_wind,600,40,0.4,0.6,0.005,16,3,0.2564
4.95327060221863,snow_wind,600,40,0.5,0.6,0.005,16,3,0.1972
4.87756788313936,snow_wind,600,40,0.6,0.6,0.005,16,3,0.0657
4.63240040540584,snow_wind,600,40,0.7,0.6,0.005,16,3,0.0197
4.39327893561943,snow_wind,600,40,0.8,0.6,0.005,16,3,0
4.16287385132892,snow_wind,600,40,0.9,0.6,0.005,16,3,0
4.55247687640846,snow_wind,600,40,0.1,0.7,0.005,16,3,0
4.5889284447106,snow_wind,600,40,0.2,0.7,0.005,16,3,0.0197
4.6343934279756,snow_wind,600,40,0.3,0.7,0.005,16,3,0.0715
4.69272548422319,snow_wind,600,40,0.4,0.7,0.005,16,3,0.0769
4.77018125388704,snow_wind,600,40,0.5,0.7,0.005,16,3,0.0592
4.87784390157159,snow_wind,600,40,0.6,0.7,0.005,16,3,0.0197
4.82546856563502,snow_wind,600,40,0.7,0.7,0.005,16,3,0.0059
4.53224636307701,snow_wind,600,40,0.8,0.7,0.005,16,3,0
4.23718789909985,snow_wind,600,40,0.9,0.7,0.005,16,3,0
4.45333424823622,snow_wind,600,40,0.1,0.8,0.005,16,3,0
4.47661411280225,snow_wind,600,40,0.2,0.8,0.005,16,3,0
4.50602814977879,snow_wind,600,40,0.3,0.8,0.005,16,3,0
4.54429461472698,snow_wind,600,40,0.4,0.8,0.005,16,3,0
4.59612539653093,snow_wind,600,40,0.5,0.8,0.005,16,3,0
4.67032782444845,snow_wind,600,40,0.6,0.8,0.005,16,3,0
4.78504958080084,snow_wind,600,40,0.7,0.8,0.005,16,3,0
4.77599229096815,snow_wind,600,40,0.8,0.8,0.005,16,3,0
4.37625693653089,snow_wind,600,40,0.9,0.8,0.005,16,3,0
4.36237476883921,snow_wind,600,40,0.1,0.9,0.005,16,3,0
4.37354391386914,snow_wind,600,40,0.2,0.9,0.005,16,3,0
4.38780091395015,snow_wind,600,40,0.3,0.9,0.005,16,3,0
4.40657188900764,snow_wind,600,40,0.4,0.9,0.005,16,3,0
4.43251638657339,snow_wind,600,40,0.5,0.9,0.005,16,3,0
4.47060026375348,snow_wind,600,40,0.6,0.9,0.005,16,3,0
4.53217854734523,snow_wind,600,40,0.7,0.9,0.005,16,3,0
4.64687630670996,snow_wind,600,40,0.8,0.9,0.005,16,3,0
4.73074068330093,snow_wind,600,40,0.9,0.9,0.005,16,3,0
4.2700507280574,snow_wind,750,40,0.1,0.1,0.005,16,3,0
4.50766648617072,snow_wind,750,40,0.2,0.1,0.005,16,3,0
4.63522166983314,snow_wind,750,40,0.3,0.1,0.005,16,3,0
4.59219879134653,snow_wind,750,40,0.4,0.1,0.005,16,3,0
4.47962311796611,snow_wind,750,40,0.5,0.1,0.005,16,3,0
4.35583982109962,snow_wind,750,40,0.6,0.1,0.005,16,3,0
4.23714330321831,snow_wind,750,40,0.7,0.1,0.005,16,3,0
4.12782667264568,snow_wind,750,40,0.8,0.1,0.005,16,3,0
4.02847773970206,snow_wind,750,40,0.9,0.1,0.005,16,3,0
4.50344280412518,snow_wind,750,40,0.1,0.2,0.005,16,3,0
4.65019509073039,snow_wind,750,40,0.2,0.2,0.005,16,3,0.0657
4.75635590124477,snow_wind,750,40,0.3,0.2,0.005,16,3,0.2383
4.69171367314193,snow_wind,750,40,0.4,0.2,0.005,16,3,0.2564
4.55892376526503,snow_wind,750,40,0.5,0.2,0.005,16,3,0.1972
4.41664770277294,snow_wind,750,40,0.6,0.2,0.005,16,3,0.0657
4.28104896247328,snow_wind,750,40,0.7,0.2,0.005,16,3,0.0197
4.15610669657485,snow_wind,750,40,0.8,0.2,0.005,16,3,0
4.04211815639982,snow_wind,750,40,0.9,0.2,0.005,16,3,0
4.73100470690588,snow_wind,750,40,0.1,0.3,0.005,16,3,0
4.83595132243371,snow_wind,750,40,0.2,0.3,0.005,16,3,0.2383
4.89395071238106,snow_wind,750,40,0.3,0.3,0.005,16,3,0.8639
4.80954521861623,snow_wind,750,40,0.4,0.3,0.005,16,3,0.9295
4.65500698656365,snow_wind,750,40,0.5,0.3,0.005,16,3,0.715
4.49154866403041,snow_wind,750,40,0.6,0.3,0.005,16,3,0.2383
4.33576896536057,snow_wind,750,40,0.7,0.3,0.005,16,3,0.0715
4.19167452759809,snow_wind,750,40,0.8,0.3,0.005,16,3,0
4.05944933717181,snow_wind,750,40,0.9,0.3,0.005,16,3,0
4.82368015065169,snow_wind,750,40,0.1,0.4,0.005,16,3,0
4.91051478816881,snow_wind,750,40,0.2,0.4,0.005,16,3,0.2564
5.01083980829721,snow_wind,750,40,0.3,0.4,0.005,16,3,0.9295
4.95011833370064,snow_wind,750,40,0.4,0.4,0.005,16,3,1
4.77368526518356,snow_wind,750,40,0.5,0.4,0.005,16,3,0.7692
4.58603643635843,snow_wind,750,40,0.6,0.4,0.005,16,3,0.2564
4.40598931011097,snow_wind,750,40,0.7,0.4,0.005,16,3,0.0769
4.237922806865,snow_wind,750,40,0.8,0.4,0.005,16,3,0
4.08231179196558,snow_wind,750,40,0.9,0.4,0.005,16,3,0
4.75890817638271,snow_wind,750,40,0.1,0.5,0.005,16,3,0
4.82653912754185,snow_wind,750,40,0.2,0.5,0.005,16,3,0.1972
4.90799492382642,snow_wind,750,40,0.3,0.5,0.005,16,3,0.715
5.00767095987637,snow_wind,750,40,0.4,0.5,0.005,16,3,0.7692
4.92305653332517,snow_wind,750,40,0.5,0.5,0.005,16,3,0.5917
4.70879413926137,snow_wind,750,40,0.6,0.5,0.005,16,3,0.1972
4.49926682017968,snow_wind,750,40,0.7,0.5,0.005,16,3,0.0592
4.30060433461311,snow_wind,750,40,0.8,0.5,0.005,16,3,0
4.11387010246083,snow_wind,750,40,0.9,0.5,0.005,16,3,0
4.65513819387264,snow_wind,750,40,0.1,0.6,0.005,16,3,0
4.70616720681941,snow_wind,750,40,0.2,0.6,0.005,16,3,0.0657
4.7689109629827,snow_wind,750,40,0.3,0.6,0.005,16,3,0.2383
4.84791745366935,snow_wind,750,40,0.4,0.6,0.005,16,3,0.2564
4.95011736528691,snow_wind,750,40,0.5,0.6,0.005,16,3,0.1972
4.87426552528362,snow_wind,750,40,0.6,0.6,0.005,16,3,0.0657
4.6292539810791,snow_wind,750,40,0.7,0.6,0.005,16,3,0.0197
4.39032617118929,snow_wind,750,40,0.8,0.6,0.005,16,3,0
4.16004863553471,snow_wind,750,40,0.9,0.6,0.005,16,3,0
4.54952530438751,snow_wind,750,40,0.1,0.7,0.005,16,3,0
4.58598866775601,snow_wind,750,40,0.2,0.7,0.005,16,3,0.0197
4.63144315515807,snow_wind,750,40,0.3,0.7,0.005,16,3,0.0715
4.68979614876221,snow_wind,750,40,0.4,0.7,0.005,16,3,0.0769
4.76724009396638,snow_wind,750,40,0.5,0.7,0.005,16,3,0.0592
4.87489406021178,snow_wind,750,40,0.6,0.7,0.005,16,3,0.0197
4.82228978549118,snow_wind,750,40,0.7,0.7,0.005,16,3,0.0059
4.52926877563325,snow_wind,750,40,0.8,0.7,0.005,16,3,0
4.23434954942522,snow_wind,750,40,0.9,0.7,0.005,16,3,0
4.45027709359219,snow_wind,750,40,0.1,0.8,0.005,16,3,0
4.47383805220814,snow_wind,750,40,0.2,0.8,0.005,16,3,0
4.50325142629215,snow_wind,750,40,0.3,0.8,0.005,16,3,0
4.54151882241897,snow_wind,750,40,0.4,0.8,0.005,16,3,0
4.59331178470607,snow_wind,750,40,0.5,0.8,0.005,16,3,0
4.66751319349426,snow_wind,750,40,0.6,0.8,0.005,16,3,0
4.78224026848153,snow_wind,750,40,0.7,0.8,0.005,16,3,0
4.77291597449218,snow_wind,750,40,0.8,0.8,0.005,16,3,0
4.37339394820368,snow_wind,750,40,0.9,0.8,0.005,16,3,0
4.35970399002306,snow_wind,750,40,0.1,0.9,0.005,16,3,0
4.37088808535515,snow_wind,750,40,0.2,0.9,0.005,16,3,0
4.38513408433757,snow_wind,750,40,0.3,0.9,0.005,16,3,0
4.40390845264738,snow_wind,750,40,0.4,0.9,0.005,16,3,0
4.4298337690764,snow_wind,750,40,0.5,0.9,0.005,16,3,0
4.4679074601121,snow_wind,750,40,0.6,0.9,0.005,16,3,0
4.52946444569185,snow_wind,750,40,0.7,0.9,0.005,16,3,0
4.64417452530584,snow_wind,750,40,0.8,0.9,0.005,16,3,0
4.72773604095476,snow_wind,750,40,0.9,0.9,0.005,16,3,0
4.40096462716707,snow_wind,150,60,0.1,0.1,0.005,16,3,0
4.62907457406428,snow_wind,150,60,0.2,0.1,0.005,16,3,0
4.75668167917769,snow_wind,150,60,0.3,0.1,0.005,16,3,0
4.71971059001882,snow_wind,150,60,0.4,0.1,0.005,16,3,0
4.6107505091596,snow_wind,150,60,0.5,0.1,0.005,16,3,0
4.4885822709011,snow_wind,150,60,0.6,0.1,0.005,16,3,0
4.37031184308746,snow_wind,150,60,0.7,0.1,0.005,16,3,0
4.26066209243441,snow_wind,150,60,0.8,0.1,0.005,16,3,0
4.16045451159583,snow_wind,150,60,0.9,0.1,0.005,16,3,0
4.62409061757026,snow_wind,150,60,0.1,0.2,0.005,16,3,0
4.76534160813203,snow_wind,150,60,0.2,0.2,0.005,16,3,0.0657
4.87306210341942,snow_wind,150,60,0.3,0.2,0.005,16,3,0.2383
4.81609366738175,snow_wind,150,60,0.4,0.2,0.005,16,3,0.2564
4.68795536477367,snow_wind,150,60,0.5,0.2,0.005,16,3,0.1972
4.54810554766088,snow_wind,150,60,0.6,0.2,0.005,16,3,0.0657
4.41341347009413,snow_wind,150,60,0.7,0.2,0.005,16,3,0.0197
4.28855088561984,snow_wind,150,60,0.8,0.2,0.005,16,3,0
4.17398115710846,snow_wind,150,60,0.9,0.2,0.005,16,3,0
4.84398000864189,snow_wind,150,60,0.1,0.3,0.005,16,3,0
4.94448256337921,snow_wind,150,60,0.2,0.3,0.005,16,3,0.2383
5.00511584212317,snow_wind,150,60,0.3,0.3,0.005,16,3,0.8639
4.93009771871289,snow_wind,150,60,0.4,0.3,0.005,16,3,0.9295
4.78153221543255,snow_wind,150,60,0.5,0.3,0.005,16,3,0.715
4.62139065948249,snow_wind,150,60,0.6,0.3,0.005,16,3,0.2383
4.46721258672672,snow_wind,150,60,0.7,0.3,0.005,16,3,0.0715
4.32361444962012,snow_wind,150,60,0.8,0.3,0.005,16,3,0
4.19119382354701,snow_wind,150,60,0.9,0.3,0.005,16,3,0
4.94220860915044,snow_wind,150,60,0.1,0.4,0.005,16,3,0
5.02618141908579,snow_wind,150,60,0.2,0.4,0.005,16,3,0.2564
5.1230770269865,snow_wind,150,60,0.3,0.4,0.005,16,3,0.9295
5.06605677264648,snow_wind,150,60,0.4,0.4,0.005,16,3,1
4.89704409773453,snow_wind,150,60,0.5,0.4,0.005,16,3,0.7692
4.71377497788691,snow_wind,150,60,0.6,0.4,0.005,16,3,0.2564
4.53616429503979,snow_wind,150,60,0.7,0.4,0.005,16,3,0.0769
4.36924860074649,snow_wind,150,60,0.8,0.4,0.005,16,3,0
4.21377891630042,snow_wind,150,60,0.9,0.4,0.005,16,3,0
4.8827090804042,snow_wind,150,60,0.1,0.5,0.005,16,3,0
4.94858031785553,snow_wind,150,60,0.2,0.5,0.005,16,3,0.1972
5.028005587669,snow_wind,150,60,0.3,0.5,0.005,16,3,0.715
5.12503567587861,snow_wind,150,60,0.4,0.5,0.005,16,3,0.7692
5.0422557784721,snow_wind,150,60,0.5,0.5,0.005,16,3,0.5917
4.8337974761143,snow_wind,150,60,0.6,0.5,0.005,16,3,0.1972
4.62775945463809,snow_wind,150,60,0.7,0.5,0.005,16,3,0.0592
4.43106454090243,snow_wind,150,60,0.8,0.5,0.005,16,3,0
4.2450489990702,snow_wind,150,60,0.9,0.5,0.005,16,3,0
4.78065524154072,snow_wind,150,60,0.1,0.6,0.005,16,3,0
4.83056686050556,snow_wind,150,60,0.2,0.6,0.005,16,3,0.0657
4.89194949703162,snow_wind,150,60,0.3,0.6,0.005,16,3,0.2383
4.96924849220378,snow_wind,150,60,0.4,0.6,0.005,16,3,0.2564
5.0692876730102,snow_wind,150,60,0.5,0.6,0.005,16,3,0.1972
4.99530884844683,snow_wind,150,60,0.6,0.6,0.005,16,3,0.0657
4.75527900549256,snow_wind,150,60,0.7,0.6,0.005,16,3,0.0197
4.51941574800081,snow_wind,150,60,0.8,0.6,0.005,16,3,0
4.29066772482971,snow_wind,150,60,0.9,0.6,0.005,16,3,0
4.67526976281862,snow_wind,150,60,0.1,0.7,0.005,16,3,0
4.71102799598953,snow_wind,150,60,0.2,0.7,0.005,16,3,0.0197
4.75569355957359,snow_wind,150,60,0.3,0.7,0.005,16,3,0.0715
4.81294844316345,snow_wind,150,60,0.4,0.7,0.005,16,3,0.0769
4.88893545470139,snow_wind,150,60,0.5,0.7,0.005,16,3,0.0592
4.9946885900227,snow_wind,150,60,0.6,0.7,0.005,16,3,0.0197
4.94438890027832,snow_wind,150,60,0.7,0.7,0.005,16,3,0.0059
4.65619173350621,snow_wind,150,60,0.8,0.7,0.005,16,3,0
4.36409708079291,snow_wind,150,60,0.9,0.7,0.005,16,3,0
4.57571666462088,snow_wind,150,60,0.1,0.8,0.005,16,3,0
4.59873543963868,snow_wind,150,60,0.2,0.8,0.005,16,3,0
4.62764352128513,snow_wind,150,60,0.3,0.8,0.005,16,3,0
4.66531358191454,snow_wind,150,60,0.4,0.8,0.005,16,3,0
4.71635726332425,snow_wind,150,60,0.5,0.8,0.005,16,3,0
4.78933650096988,snow_wind,150,60,0.6,0.8,0.005,16,3,0
4.90238621159685,snow_wind,150,60,0.7,0.8,0.005,16,3,0
4.8955467547936,snow_wind,150,60,0.8,0.8,0.005,16,3,0
4.50144352028685,snow_wind,150,60,0.9,0.8,0.005,16,3,0
4.48389045234692,snow_wind,150,60,0.1,0.9,0.005,16,3,0
4.49503488289277,snow_wind,150,60,0.2,0.9,0.005,16,3,0
4.50939753968023,snow_wind,150,60,0.3,0.9,0.005,16,3,0
4.52797207724565,snow_wind,150,60,0.4,0.9,0.005,16,3,0
4.55360102090967,snow_wind,150,60,0.5,0.9,0.005,16,3,0
4.59117916473464,snow_wind,150,60,0.6,0.9,0.005,16,3,0
4.65163561493283,snow_wind,150,60,0.7,0.9,0.005,16,3,0
4.76488607759465,snow_wind,150,60,0.8,0.9,0.005,16,3,0
4.85050846283423,snow_wind,150,60,0.9,0.9,0.005,16,3,0
4.32884753683975,snow_wind,300,60,0.1,0.1,0.005,16,3,0
4.56376550583985,snow_wind,300,60,0.2,0.1,0.005,16,3,0
4.69050756802901,snow_wind,300,60,0.3,0.1,0.005,16,3,0
4.64654289866423,snow_wind,300,60,0.4,0.1,0.005,16,3,0
4.53333249845884,snow_wind,300,60,0.5,0.1,0.005,16,3,0
4.40898233736768,snow_wind,300,60,0.6,0.1,0.005,16,3,0
4.28980431555283,snow_wind,300,60,0.7,0.1,0.005,16,3,0
4.17985243363555,snow_wind,300,60,0.8,0.1,0.005,16,3,0
4.07991092023051,snow_wind,300,60,0.9,0.1,0.005,16,3,0
4.55954514042947,snow_wind,300,60,0.1,0.2,0.005,16,3,0
4.70472516396551,snow_wind,300,60,0.2,0.2,0.005,16,3,0.0657
4.81052580744291,snow_wind,300,60,0.3,0.2,0.005,16,3,0.2383
4.74534129195963,snow_wind,300,60,0.4,0.2,0.005,16,3,0.2564
4.61205897527946,snow_wind,300,60,0.5,0.2,0.005,16,3,0.1972
4.46947401815876,snow_wind,300,60,0.6,0.2,0.005,16,3,0.0657
4.33342687408124,snow_wind,300,60,0.7,0.2,0.005,16,3,0.0197
4.20802856635898,snow_wind,300,60,0.8,0.2,0.005,16,3,0
4.09350160690109,snow_wind,300,60,0.9,0.2,0.005,16,3,0
4.78493142609133,snow_wind,300,60,0.1,0.3,0.005,16,3,0
4.88877934344164,snow_wind,300,60,0.2,0.3,0.005,16,3,0.2383
4.94673538186906,snow_wind,300,60,0.3,0.3,0.005,16,3,0.8639
4.86227369097468,snow_wind,300,60,0.4,0.3,0.005,16,3,0.9295
4.70749063916695,snow_wind,300,60,0.5,0.3,0.005,16,3,0.715
4.5439417685483,snow_wind,300,60,0.6,0.3,0.005,16,3,0.2383
4.38788294608137,snow_wind,300,60,0.7,0.3,0.005,16,3,0.0715
4.24346325112623,snow_wind,300,60,0.8,0.3,0.005,16,3,0
4.1108004310721,snow_wind,300,60,0.9,0.3,0.005,16,3,0
4.87874594001512,snow_wind,300,60,0.1,0.4,0.005,16,3,0
4.9648762302052,snow_wind,300,60,0.2,0.4,0.005,16,3,0.2564
5.06488020522151,snow_wind,300,60,0.3,0.4,0.005,16,3,0.9295
5.00175254303018,snow_wind,300,60,0.4,0.4,0.005,16,3,1
4.82537212412769,snow_wind,300,60,0.5,0.4,0.005,16,3,0.7692
4.63788689651653,snow_wind,300,60,0.6,0.4,0.005,16,3,0.2564
4.45776112508327,snow_wind,300,60,0.7,0.4,0.005,16,3,0.0769
4.28959800668857,snow_wind,300,60,0.8,0.4,0.005,16,3,0
4.13359412045664,snow_wind,300,60,0.9,0.4,0.005,16,3,0
4.811505724275,snow_wind,300,60,0.1,0.5,0.005,16,3,0
4.878517202308,snow_wind,300,60,0.2,0.5,0.005,16,3,0.1972
4.95957126025492,snow_wind,300,60,0.3,0.5,0.005,16,3,0.715
5.05866695331731,snow_wind,300,60,0.4,0.5,0.005,16,3,0.7692
4.97376570450905,snow_wind,300,60,0.5,0.5,0.005,16,3,0.5917
4.75991627745325,snow_wind,300,60,0.6,0.5,0.005,16,3,0.1972
4.55060871025989,snow_wind,300,60,0.7,0.5,0.005,16,3,0.0592
4.35202485495321,snow_wind,300,60,0.8,0.5,0.005,16,3,0
4.16502649506988,snow_wind,300,60,0.9,0.5,0.005,16,3,0
4.70628634323309,snow_wind,300,60,0.1,0.6,0.005,16,3,0
4.75700090966249,snow_wind,300,60,0.2,0.6,0.005,16,3,0.0657
4.81941455779326,snow_wind,300,60,0.3,0.6,0.005,16,3,0.2383
4.89789694315596,snow_wind,300,60,0.4,0.6,0.005,16,3,0.2564
4.99964345274687,snow_wind,300,60,0.5,0.6,0.005,16,3,0.1972
4.92442131709102,snow_wind,300,60,0.6,0.6,0.005,16,3,0.0657
4.68000261155221,snow_wind,300,60,0.7,0.6,0.005,16,3,0.0197
4.44136866577399,snow_wind,300,60,0.8,0.6,0.005,16,3,0
4.21113764052486,snow_wind,300,60,0.9,0.6,0.005,16,3,0
4.59980826047951,snow_wind,300,60,0.1,0.7,0.005,16,3,0
4.63603833728738,snow_wind,300,60,0.2,0.7,0.005,16,3,0.0197
4.68127044399941,snow_wind,300,60,0.3,0.7,0.005,16,3,0.0715
4.73927387104184,snow_wind,300,60,0.4,0.7,0.005,16,3,0.0769
4.8163546293482,snow_wind,300,60,0.5,0.7,0.005,16,3,0.0592
4.92348032611186,snow_wind,300,60,0.6,0.7,0.005,16,3,0.0197
4.87206775960903,snow_wind,300,60,0.7,0.7,0.005,16,3,0.0059
4.57974376455746,snow_wind,300,60,0.8,0.7,0.005,16,3,0
4.28516653426867,snow_wind,300,60,0.9,0.7,0.005,16,3,0
4.49998152845171,snow_wind,300,60,0.1,0.8,0.005,16,3,0
