alpha2_r,alpha_labels,load_comb_r,d_r,f_cck_r,chi1_r,chi2_r,rho_r,L_r,dg_r,c_r,weight_r
0.47856387520759,C,traffic,100,30,0.1,0,0.01,5000,16,250,0
0.483543013102438,C,traffic,100,30,0.2,0,0.01,5000,16,250,0.2564
0.486154120899331,C,traffic,100,30,0.3,0,0.01,5000,16,250,0.9295
0.484194221714902,C,traffic,100,30,0.4,0,0.01,5000,16,250,1
0.471312690679202,C,traffic,100,30,0.5,0,0.01,5000,16,250,0.7692
0.421882510650853,C,traffic,100,30,0.6,0,0.01,5000,16,250,0.2564
0.381412797643147,C,traffic,100,30,0.7,0,0.01,5000,16,250,0.0769
0.344737279171107,C,traffic,100,30,0.8,0,0.01,5000,16,250,0
0.314374511621179,C,traffic,100,30,0.9,0,0.01,5000,16,250,0
0.486250081535265,C,traffic,100,60,0.1,0,0.01,5000,16,250,0
0.49161702521322,C,traffic,100,60,0.2,0,0.01,5000,16,250,0.2564
0.494549165674706,C,traffic,100,60,0.3,0,0.01,5000,16,250,0.9295
0.492887447050334,C,traffic,100,60,0.4,0,0.01,5000,16,250,1
0.479989317122994,C,traffic,100,60,0.5,0,0.01,5000,16,250,0.7692
0.429858765453848,C,traffic,100,60,0.6,0,0.01,5000,16,250,0.2564
0.388867496214503,C,traffic,100,60,0.7,0,0.01,5000,16,250,0.0769
0.350985663063711,C,traffic,100,60,0.8,0,0.01,5000,16,250,0
0.319777365321514,C,traffic,100,60,0.9,0,0.01,5000,16,250,0
0.486983322273983,C,traffic,100,80,0.1,0,0.01,5000,16,250,0
0.492195145367139,C,traffic,100,80,0.2,0,0.01,5000,16,250,0.2564
0.494970423816109,C,traffic,100,80,0.3,0,0.01,5000,16,250,0.9295
0.493074506191225,C,traffic,100,80,0.4,0,0.01,5000,16,250,1
0.479843583971852,C,traffic,100,80,0.5,0,0.01,5000,16,250,0.7692
0.429051146748924,C,traffic,100,80,0.6,0,0.01,5000,16,250,0.2564
0.387881546074887,C,traffic,100,80,0.7,0,0.01,5000,16,250,0.0769
0.350064899804661,C,traffic,100,80,0.8,0,0.01,5000,16,250,0
0.319054791821462,C,traffic,100,80,0.9,0,0.01,5000,16,250,0
0.512595397531265,C,traffic,110,30,0.1,0,0.01,5000,16,250,0
0.520367247571306,C,traffic,110,30,0.2,0,0.01,5000,16,250,0.2564
0.525658947300074,C,traffic,110,30,0.3,0,0.01,5000,16,250,0.9295
0.525771005027108,C,traffic,110,30,0.4,0,0.01,5000,16,250,1
0.491243520232704,C,traffic,110,30,0.5,0,0.01,5000,16,250,0.7692
0.446760567177391,C,traffic,110,30,0.6,0,0.01,5000,16,250,0.2564
0.397939745473253,C,traffic,110,30,0.7,0,0.01,5000,16,250,0.0769
0.356577634451396,C,traffic,110,30,0.8,0,0.01,5000,16,250,0
0.324042012802035,C,traffic,110,30,0.9,0,0.01,5000,16,250,0
0.520294908436066,C,traffic,110,60,0.1,0,0.01,5000,16,250,0
0.528482487524856,C,traffic,110,60,0.2,0,0.01,5000,16,250,0.2564
0.534132470979035,C,traffic,110,60,0.3,0,0.01,5000,16,250,0.9295
0.534512783365761,C,traffic,110,60,0.4,0,0.01,5000,16,250,1
0.49997940453932,C,traffic,110,60,0.5,0,0.01,5000,16,250,0.7692
0.455329566290474,C,traffic,110,60,0.6,0,0.01,5000,16,250,0.2564
0.405643010841218,C,traffic,110,60,0.7,0,0.01,5000,16,250,0.0769
0.363069130747379,C,traffic,110,60,0.8,0,0.01,5000,16,250,0
0.329353433779101,C,traffic,110,60,0.9,0,0.01,5000,16,250,0
0.52171116825698,C,traffic,110,80,0.1,0,0.01,5000,16,250,0
0.529823249906088,C,traffic,110,80,0.2,0,0.01,5000,16,250,0.2564
0.535367585520505,C,traffic,110,80,0.3,0,0.01,5000,16,250,0.9295
0.535576750256935,C,traffic,110,80,0.4,0,0.01,5000,16,250,1
0.500172490380327,C,traffic,110,80,0.5,0,0.01,5000,16,250,0.7692
0.454574015033513,C,traffic,110,80,0.6,0,0.01,5000,16,250,0.2564
0.404457428992544,C,traffic,110,80,0.7,0,0.01,5000,16,250,0.0769
0.362184915631624,C,traffic,110,80,0.8,0,0.01,5000,16,250,0
0.328534348022819,C,traffic,110,80,0.9,0,0.01,5000,16,250,0
0.538642466131826,C,traffic,120,30,0.1,0,0.01,5000,16,250,0
0.548481761293677,C,traffic,120,30,0.2,0,0.01,5000,16,250,0.2564
0.555766808126988,C,traffic,120,30,0.3,0,0.01,5000,16,250,0.9295
0.557290457269864,C,traffic,120,30,0.4,0,0.01,5000,16,250,1
0.51630407929354,C,traffic,120,30,0.5,0,0.01,5000,16,250,0.7692
0.462572952606283,C,traffic,120,30,0.6,0,0.01,5000,16,250,0.2564
0.408406128241395,C,traffic,120,30,0.7,0,0.01,5000,16,250,0.0769
0.364370825485998,C,traffic,120,30,0.8,0,0.01,5000,16,250,0
0.330422083960622,C,traffic,120,30,0.9,0,0.01,5000,16,250,0
0.54645370916891,C,traffic,120,60,0.1,0,0.01,5000,16,250,0
0.556768139397041,C,traffic,120,60,0.2,0,0.01,5000,16,250,0.2564
0.564443082962914,C,traffic,120,60,0.3,0,0.01,5000,16,250,0.9295
0.566237522041216,C,traffic,120,60,0.4,0,0.01,5000,16,250,1
0.52562361253422,C,traffic,120,60,0.5,0,0.01,5000,16,250,0.7692
0.471780070672611,C,traffic,120,60,0.6,0,0.01,5000,16,250,0.2564
0.416419456425641,C,traffic,120,60,0.7,0,0.01,5000,16,250,0.0769
0.37101447346795,C,traffic,120,60,0.8,0,0.01,5000,16,250,0
0.335819993553916,C,traffic,120,60,0.9,0,0.01,5000,16,250,0
0.548392719164739,C,traffic,120,80,0.1,0,0.01,5000,16,250,0
0.55867842238225,C,traffic,120,80,0.2,0,0.01,5000,16,250,0.2564
0.566299062284333,C,traffic,120,80,0.3,0,0.01,5000,16,250,0.9295
0.567962977946935,C,traffic,120,80,0.4,0,0.01,5000,16,250,1
0.526159417055516,C,traffic,120,80,0.5,0,0.01,5000,16,250,0.7692
0.471001556122929,C,traffic,120,80,0.6,0,0.01,5000,16,250,0.2564
0.415399793265045,C,traffic,120,80,0.7,0,0.01,5000,16,250,0.0769
0.37013630989164,C,traffic,120,80,0.8,0,0.01,5000,16,250,0
0.335180268747297,C,traffic,120,80,0.9,0,0.01,5000,16,250,0
0.558831023588794,C,traffic,130,30,0.1,0,0.01,5000,16,250,0
0.570219211883163,C,traffic,130,30,0.2,0,0.01,5000,16,250,0.2564
0.578817889814357,C,traffic,130,30,0.3,0,0.01,5000,16,250,0.9295
0.581458589333336,C,traffic,130,30,0.4,0,0.01,5000,16,250,1
0.534485894663298,C,traffic,130,30,0.5,0,0.01,5000,16,250,0.7692
0.473429403445612,C,traffic,130,30,0.6,0,0.01,5000,16,250,0.2564
0.415494492164872,C,traffic,130,30,0.7,0,0.01,5000,16,250,0.0769
0.369798167986794,C,traffic,130,30,0.8,0,0.01,5000,16,250,0
0.334953750526256,C,traffic,130,30,0.9,0,0.01,5000,16,250,0
0.566811425782179,C,traffic,130,60,0.1,0,0.01,5000,16,250,0
0.578724078255941,C,traffic,130,60,0.2,0,0.01,5000,16,250,0.2564
0.587911466173383,C,traffic,130,60,0.3,0,0.01,5000,16,250,0.9295
0.590674135093476,C,traffic,130,60,0.4,0,0.01,5000,16,250,1
0.544018076424177,C,traffic,130,60,0.5,0,0.01,5000,16,250,0.7692
0.48301984794199,C,traffic,130,60,0.6,0,0.01,5000,16,250,0.2564
0.423745174229728,C,traffic,130,60,0.7,0,0.01,5000,16,250,0.0769
0.376550894654667,C,traffic,130,60,0.8,0,0.01,5000,16,250,0
0.34040038292486,C,traffic,130,60,0.9,0,0.01,5000,16,250,0
0.569157855997652,C,traffic,130,80,0.1,0,0.01,5000,16,250,0
0.581066483686839,C,traffic,130,80,0.2,0,0.01,5000,16,250,0.2564
0.59023805190752,C,traffic,130,80,0.3,0,0.01,5000,16,250,0.9295
0.592894331175998,C,traffic,130,80,0.4,0,0.01,5000,16,250,1
0.544669716079774,C,traffic,130,80,0.5,0,0.01,5000,16,250,0.7692
0.482216670757151,C,traffic,130,80,0.6,0,0.01,5000,16,250,0.2564
0.42267917812666,C,traffic,130,80,0.7,0,0.01,5000,16,250,0.0769
0.375675636994342,C,traffic,130,80,0.8,0,0.01,5000,16,250,0
0.339788061222224,C,traffic,130,80,0.9,0,0.01,5000,16,250,0
0.470508088124638,C,wind_imposed,100,30,0.1,0.1,0.01,5000,16,250,0
0.50672212061195,C,wind_imposed,110,30,0.1,0.1,0.01,5000,16,250,0
0.534235685457651,C,wind_imposed,120,30,0.1,0.1,0.01,5000,16,250,0
0.555238431493457,C,wind_imposed,130,30,0.1,0.1,0.01,5000,16,250,0
0.47807344621759,C,wind_imposed,100,60,0.1,0.1,0.01,5000,16,250,0
0.514314912318863,C,wind_imposed,110,60,0.1,0.1,0.01,5000,16,250,0
0.541976032753195,C,wind_imposed,120,60,0.1,0.1,0.01,5000,16,250,0
0.563362284775572,C,wind_imposed,130,60,0.1,0.1,0.01,5000,16,250,0
0.478650612708666,C,wind_imposed,100,80,0.1,0.1,0.01,5000,16,250,0
0.515633096846218,C,wind_imposed,110,80,0.1,0.1,0.01,5000,16,250,0
0.543854545662271,C,wind_imposed,120,80,0.1,0.1,0.01,5000,16,250,0
0.565663884086558,C,wind_imposed,130,80,0.1,0.1,0.01,5000,16,250,0
0.46680319440035,C,wind_imposed,100,30,0.2,0.1,0.01,5000,16,250,0
0.505350235786422,C,wind_imposed,110,30,0.2,0.1,0.01,5000,16,250,0
0.534452664838336,C,wind_imposed,120,30,0.2,0.1,0.01,5000,16,250,0
0.556724525272182,C,wind_imposed,130,30,0.2,0.1,0.01,5000,16,250,0
0.474922860271615,C,wind_imposed,100,60,0.2,0.1,0.01,5000,16,250,0
0.51315256159302,C,wind_imposed,110,60,0.2,0.1,0.01,5000,16,250,0
0.542403856113568,C,wind_imposed,120,60,0.2,0.1,0.01,5000,16,250,0
0.564887339767778,C,wind_imposed,130,60,0.2,0.1,0.01,5000,16,250,0
0.474949745039836,C,wind_imposed,100,80,0.2,0.1,0.01,5000,16,250,0
0.514307077353881,C,wind_imposed,110,80,0.2,0.1,0.01,5000,16,250,0
0.544167240092749,C,wind_imposed,120,80,0.2,0.1,0.01,5000,16,250,0
0.56710597837269,C,wind_imposed,130,80,0.2,0.1,0.01,5000,16,250,0
0.451578736265862,C,wind_imposed,100,30,0.3,0.1,0.01,5000,16,250,0
0.491212579255697,C,wind_imposed,110,30,0.3,0.1,0.01,5000,16,250,0
0.520122620631891,C,wind_imposed,120,30,0.3,0.1,0.01,5000,16,250,0
0.541636992086974,C,wind_imposed,130,30,0.3,0.1,0.01,5000,16,250,0
0.459421878221215,C,wind_imposed,100,60,0.3,0.1,0.01,5000,16,250,0
0.499090662391415,C,wind_imposed,110,60,0.3,0.1,0.01,5000,16,250,0
0.528391290147278,C,wind_imposed,120,60,0.3,0.1,0.01,5000,16,250,0
0.550084621533744,C,wind_imposed,130,60,0.3,0.1,0.01,5000,16,250,0
0.459349660486615,C,wind_imposed,100,80,0.3,0.1,0.01,5000,16,250,0
0.499807620146652,C,wind_imposed,110,80,0.3,0.1,0.01,5000,16,250,0
0.529497820361998,C,wind_imposed,120,80,0.3,0.1,0.01,5000,16,250,0
0.551671660393697,C,wind_imposed,130,80,0.3,0.1,0.01,5000,16,250,0
0.18584952100018,C,wind_imposed,100,30,0.4,0.1,0.01,5000,16,250,0
0.184659144883614,C,wind_imposed,110,30,0.4,0.1,0.01,5000,16,250,0
0.183793259187961,C,wind_imposed,120,30,0.4,0.1,0.01,5000,16,250,0
0.183136253241575,C,wind_imposed,130,30,0.4,0.1,0.01,5000,16,250,0
0.191393501795059,C,wind_imposed,100,60,0.4,0.1,0.01,5000,16,250,0
0.190101004273825,C,wind_imposed,110,60,0.4,0.1,0.01,5000,16,250,0
0.189158157805785,C,wind_imposed,120,60,0.4,0.1,0.01,5000,16,250,0
0.188477115479578,C,wind_imposed,130,60,0.4,0.1,0.01,5000,16,250,0
0.189464710619779,C,wind_imposed,100,80,0.4,0.1,0.01,5000,16,250,0
0.18830774036128,C,wind_imposed,110,80,0.4,0.1,0.01,5000,16,250,0
0.187332776770443,C,wind_imposed,120,80,0.4,0.1,0.01,5000,16,250,0
0.186635745353095,C,wind_imposed,130,80,0.4,0.1,0.01,5000,16,250,0
0.148844541510896,C,wind_imposed,100,30,0.5,0.1,0.01,5000,16,250,0
0.148813365478595,C,wind_imposed,110,30,0.5,0.1,0.01,5000,16,250,0
0.148936658756078,C,wind_imposed,120,30,0.5,0.1,0.01,5000,16,250,0
0.148844242462291,C,wind_imposed,130,30,0.5,0.1,0.01,5000,16,250,0
0.152090702321037,C,wind_imposed,100,60,0.5,0.1,0.01,5000,16,250,0
0.152082889045047,C,wind_imposed,110,60,0.5,0.1,0.01,5000,16,250,0
0.152000448108337,C,wind_imposed,120,60,0.5,0.1,0.01,5000,16,250,0
0.152105949544951,C,wind_imposed,130,60,0.5,0.1,0.01,5000,16,250,0
0.151135895058731,C,wind_imposed,100,80,0.5,0.1,0.01,5000,16,250,0
0.151063389668541,C,wind_imposed,110,80,0.5,0.1,0.01,5000,16,250,0
0.15100377559002,C,wind_imposed,120,80,0.5,0.1,0.01,5000,16,250,0
0.150996365290489,C,wind_imposed,130,80,0.5,0.1,0.01,5000,16,250,0
0.12635503152704,C,wind_imposed,100,30,0.6,0.1,0.01,5000,16,250,0
0.126773526321545,C,wind_imposed,110,30,0.6,0.1,0.01,5000,16,250,0
0.126988575896617,C,wind_imposed,120,30,0.6,0.1,0.01,5000,16,250,0
0.12715217184695,C,wind_imposed,130,30,0.6,0.1,0.01,5000,16,250,0
0.128425874426282,C,wind_imposed,100,60,0.6,0.1,0.01,5000,16,250,0
0.128864336209981,C,wind_imposed,110,60,0.6,0.1,0.01,5000,16,250,0
0.129091901795623,C,wind_imposed,120,60,0.6,0.1,0.01,5000,16,250,0
0.129258778585207,C,wind_imposed,130,60,0.6,0.1,0.01,5000,16,250,0
0.127855070119043,C,wind_imposed,100,80,0.6,0.1,0.01,5000,16,250,0
0.12829567215445,C,wind_imposed,110,80,0.6,0.1,0.01,5000,16,250,0
0.128524558130307,C,wind_imposed,120,80,0.6,0.1,0.01,5000,16,250,0
0.128666163536652,C,wind_imposed,130,80,0.6,0.1,0.01,5000,16,250,0
0.110781292315922,C,wind_imposed,100,30,0.7,0.1,0.01,5000,16,250,0
0.111261300162985,C,wind_imposed,110,30,0.7,0.1,0.01,5000,16,250,0
0.111596983753177,C,wind_imposed,120,30,0.7,0.1,0.01,5000,16,250,0
0.111847898567568,C,wind_imposed,130,30,0.7,0.1,0.01,5000,16,250,0
0.112146059726343,C,wind_imposed,100,60,0.7,0.1,0.01,5000,16,250,0
0.112628390771057,C,wind_imposed,110,60,0.7,0.1,0.01,5000,16,250,0
0.112967071929145,C,wind_imposed,120,60,0.7,0.1,0.01,5000,16,250,0
0.113217943734078,C,wind_imposed,130,60,0.7,0.1,0.01,5000,16,250,0
0.111813117258505,C,wind_imposed,100,80,0.7,0.1,0.01,5000,16,250,0
0.112294033694207,C,wind_imposed,110,80,0.7,0.1,0.01,5000,16,250,0
0.112634790482664,C,wind_imposed,120,80,0.7,0.1,0.01,5000,16,250,0
0.112883893594245,C,wind_imposed,130,80,0.7,0.1,0.01,5000,16,250,0
0.0990901862997465,C,wind_imposed,100,30,0.8,0.1,0.01,5000,16,250,0
0.099603588620854,C,wind_imposed,110,30,0.8,0.1,0.01,5000,16,250,0
0.0999712827491729,C,wind_imposed,120,30,0.8,0.1,0.01,5000,16,250,0
0.100248824252926,C,wind_imposed,130,30,0.8,0.1,0.01,5000,16,250,0
0.0999986874894733,C,wind_imposed,100,60,0.8,0.1,0.01,5000,16,250,0
0.100516166823394,C,wind_imposed,110,60,0.8,0.1,0.01,5000,16,250,0
0.100887086547972,C,wind_imposed,120,60,0.8,0.1,0.01,5000,16,250,0
0.101163314370956,C,wind_imposed,130,60,0.8,0.1,0.01,5000,16,250,0
0.0998123668763305,C,wind_imposed,100,80,0.8,0.1,0.01,5000,16,250,0
0.100328325297374,C,wind_imposed,110,80,0.8,0.1,0.01,5000,16,250,0
0.1006986800834,C,wind_imposed,120,80,0.8,0.1,0.01,5000,16,250,0
0.100976688005602,C,wind_imposed,130,80,0.8,0.1,0.01,5000,16,250,0
0.0899301275111404,C,wind_imposed,100,30,0.9,0.1,0.01,5000,16,250,0
0.0904468721115377,C,wind_imposed,110,30,0.9,0.1,0.01,5000,16,250,0
0.0908213602605213,C,wind_imposed,120,30,0.9,0.1,0.01,5000,16,250,0
0.0911029171734586,C,wind_imposed,130,30,0.9,0.1,0.01,5000,16,250,0
0.0905064830315146,C,wind_imposed,100,60,0.9,0.1,0.01,5000,16,250,0
0.0910247714256371,C,wind_imposed,110,60,0.9,0.1,0.01,5000,16,250,0
0.091403437750293,C,wind_imposed,120,60,0.9,0.1,0.01,5000,16,250,0
0.0916821468921272,C,wind_imposed,130,60,0.9,0.1,0.01,5000,16,250,0
0.0904221444132171,C,wind_imposed,100,80,0.9,0.1,0.01,5000,16,250,0
0.0909406945720321,C,wind_imposed,110,80,0.9,0.1,0.01,5000,16,250,0
0.0913157353713361,C,wind_imposed,120,80,0.9,0.1,0.01,5000,16,250,0
0.0915995039776596,C,wind_imposed,130,80,0.9,0.1,0.01,5000,16,250,0
0.424957906192619,C,wind_imposed,100,30,0.1,0.3,0.01,5000,16,250,0
0.451557280601501,C,wind_imposed,110,30,0.1,0.3,0.01,5000,16,250,0
0.46916732752843,C,wind_imposed,120,30,0.1,0.3,0.01,5000,16,250,0
0.481436559436151,C,wind_imposed,130,30,0.1,0.3,0.01,5000,16,250,0
0.432693055809042,C,wind_imposed,100,60,0.1,0.3,0.01,5000,16,250,0
0.459695489786798,C,wind_imposed,110,60,0.1,0.3,0.01,5000,16,250,0
0.478042031223799,C,wind_imposed,120,60,0.1,0.3,0.01,5000,16,250,0
0.490687432609054,C,wind_imposed,130,60,0.1,0.3,0.01,5000,16,250,0
0.432219259197109,C,wind_imposed,100,80,0.1,0.3,0.01,5000,16,250,0
0.459456464649832,C,wind_imposed,110,80,0.1,0.3,0.01,5000,16,250,0
0.477856966660464,C,wind_imposed,120,80,0.1,0.3,0.01,5000,16,250,0
0.490265124878102,C,wind_imposed,130,80,0.1,0.3,0.01,5000,16,250,0
0.423657962074238,C,wind_imposed,100,30,0.2,0.3,0.01,5000,16,250,0.2383
0.451809268310501,C,wind_imposed,110,30,0.2,0.3,0.01,5000,16,250,0.2383
0.470472043375741,C,wind_imposed,120,30,0.2,0.3,0.01,5000,16,250,0.2383
0.482791474579515,C,wind_imposed,130,30,0.2,0.3,0.01,5000,16,250,0.2383
0.431505773677737,C,wind_imposed,100,60,0.2,0.3,0.01,5000,16,250,0.2383
0.460142729781302,C,wind_imposed,110,60,0.2,0.3,0.01,5000,16,250,0.2383
0.479107549278965,C,wind_imposed,120,60,0.2,0.3,0.01,5000,16,250,0.2383
0.492310194450376,C,wind_imposed,130,60,0.2,0.3,0.01,5000,16,250,0.2383
0.430831916230813,C,wind_imposed,100,80,0.2,0.3,0.01,5000,16,250,0.2383
0.459899630700997,C,wind_imposed,110,80,0.2,0.3,0.01,5000,16,250,0.2383
0.47884346209295,C,wind_imposed,120,80,0.2,0.3,0.01,5000,16,250,0.2383
0.491969928364998,C,wind_imposed,130,80,0.2,0.3,0.01,5000,16,250,0.2383
0.416807433270865,C,wind_imposed,100,30,0.3,0.3,0.01,5000,16,250,0.8639
0.447761924572604,C,wind_imposed,110,30,0.3,0.3,0.01,5000,16,250,0.8639
0.467662137160669,C,wind_imposed,120,30,0.3,0.3,0.01,5000,16,250,0.8639
0.480839805643459,C,wind_imposed,130,30,0.3,0.3,0.01,5000,16,250,0.8639
0.42428505831159,C,wind_imposed,100,60,0.3,0.3,0.01,5000,16,250,0.8639
0.455570806380852,C,wind_imposed,110,60,0.3,0.3,0.01,5000,16,250,0.8639
0.475995692421161,C,wind_imposed,120,60,0.3,0.3,0.01,5000,16,250,0.8639
0.489978863165662,C,wind_imposed,130,60,0.3,0.3,0.01,5000,16,250,0.8639
0.423685542058346,C,wind_imposed,100,80,0.3,0.3,0.01,5000,16,250,0.8639
0.45530602336066,C,wind_imposed,110,80,0.3,0.3,0.01,5000,16,250,0.8639
0.475767948689508,C,wind_imposed,120,80,0.3,0.3,0.01,5000,16,250,0.8639
0.489373233434684,C,wind_imposed,130,80,0.3,0.3,0.01,5000,16,250,0.8639
0.18361217908388,C,wind_imposed,100,30,0.4,0.3,0.01,5000,16,250,0.9295
0.182123725729968,C,wind_imposed,110,30,0.4,0.3,0.01,5000,16,250,0.9295
0.181051646313452,C,wind_imposed,120,30,0.4,0.3,0.01,5000,16,250,0.9295
0.180424270866433,C,wind_imposed,130,30,0.4,0.3,0.01,5000,16,250,0.9295
0.189096538728555,C,wind_imposed,100,60,0.4,0.3,0.01,5000,16,250,0.9295
0.187466709253744,C,wind_imposed,110,60,0.4,0.3,0.01,5000,16,250,0.9295
0.186387673823883,C,wind_imposed,120,60,0.4,0.3,0.01,5000,16,250,0.9295
0.185338595133815,C,wind_imposed,130,60,0.4,0.3,0.01,5000,16,250,0.9295
0.18718612530643,C,wind_imposed,100,80,0.4,0.3,0.01,5000,16,250,0.9295
0.185584509218567,C,wind_imposed,110,80,0.4,0.3,0.01,5000,16,250,0.9295
0.184397740090635,C,wind_imposed,120,80,0.4,0.3,0.01,5000,16,250,0.9295
0.18354880577493,C,wind_imposed,130,80,0.4,0.3,0.01,5000,16,250,0.9295
0.148684501939163,C,wind_imposed,100,30,0.5,0.3,0.01,5000,16,250,0.715
0.148561909140598,C,wind_imposed,110,30,0.5,0.3,0.01,5000,16,250,0.715
0.148451926722576,C,wind_imposed,120,30,0.5,0.3,0.01,5000,16,250,0.715
0.148472091039314,C,wind_imposed,130,30,0.5,0.3,0.01,5000,16,250,0.715
0.151943101894684,C,wind_imposed,100,60,0.5,0.3,0.01,5000,16,250,0.715
0.151734308391942,C,wind_imposed,110,60,0.5,0.3,0.01,5000,16,250,0.715
0.151744011241048,C,wind_imposed,120,60,0.5,0.3,0.01,5000,16,250,0.715
0.151635872262813,C,wind_imposed,130,60,0.5,0.3,0.01,5000,16,250,0.715
0.150873568059893,C,wind_imposed,100,80,0.5,0.3,0.01,5000,16,250,0.715
0.150853558679959,C,wind_imposed,110,80,0.5,0.3,0.01,5000,16,250,0.715
0.150625596399616,C,wind_imposed,120,80,0.5,0.3,0.01,5000,16,250,0.715
0.150671848545062,C,wind_imposed,130,80,0.5,0.3,0.01,5000,16,250,0.715
0.127188992031569,C,wind_imposed,100,30,0.6,0.3,0.01,5000,16,250,0.2383
0.127514785817451,C,wind_imposed,110,30,0.6,0.3,0.01,5000,16,250,0.2383
0.127697353156776,C,wind_imposed,120,30,0.6,0.3,0.01,5000,16,250,0.2383
0.127855076269626,C,wind_imposed,130,30,0.6,0.3,0.01,5000,16,250,0.2383
0.129228701120412,C,wind_imposed,100,60,0.6,0.3,0.01,5000,16,250,0.2383
0.129596483467835,C,wind_imposed,110,60,0.6,0.3,0.01,5000,16,250,0.2383
0.129776957554137,C,wind_imposed,120,60,0.6,0.3,0.01,5000,16,250,0.2383
0.129907712486432,C,wind_imposed,130,60,0.6,0.3,0.01,5000,16,250,0.2383
0.128679321925366,C,wind_imposed,100,80,0.6,0.3,0.01,5000,16,250,0.2383
0.128971703188271,C,wind_imposed,110,80,0.6,0.3,0.01,5000,16,250,0.2383
0.129194578619085,C,wind_imposed,120,80,0.6,0.3,0.01,5000,16,250,0.2383
0.129327271384246,C,wind_imposed,130,80,0.6,0.3,0.01,5000,16,250,0.2383
0.111827144063847,C,wind_imposed,100,30,0.7,0.3,0.01,5000,16,250,0.0715
0.112319873324865,C,wind_imposed,110,30,0.7,0.3,0.01,5000,16,250,0.0715
0.112614841111126,C,wind_imposed,120,30,0.7,0.3,0.01,5000,16,250,0.0715
0.112860485674818,C,wind_imposed,130,30,0.7,0.3,0.01,5000,16,250,0.0715
0.113240777407041,C,wind_imposed,100,60,0.7,0.3,0.01,5000,16,250,0.0715
0.113704697139218,C,wind_imposed,110,60,0.7,0.3,0.01,5000,16,250,0.0715
0.11402938822151,C,wind_imposed,120,60,0.7,0.3,0.01,5000,16,250,0.0715
0.11426577757346,C,wind_imposed,130,60,0.7,0.3,0.01,5000,16,250,0.0715
0.11289021928182,C,wind_imposed,100,80,0.7,0.3,0.01,5000,16,250,0.0715
0.113355822636491,C,wind_imposed,110,80,0.7,0.3,0.01,5000,16,250,0.0715
0.113680821366149,C,wind_imposed,120,80,0.7,0.3,0.01,5000,16,250,0.0715
0.113909545884772,C,wind_imposed,130,80,0.7,0.3,0.01,5000,16,250,0.0715
0.0999963461595413,C,wind_imposed,100,30,0.8,0.3,0.01,5000,16,250,0
0.100512456119977,C,wind_imposed,110,30,0.8,0.3,0.01,5000,16,250,0
0.10088122729702,C,wind_imposed,120,30,0.8,0.3,0.01,5000,16,250,0
0.101190138647295,C,wind_imposed,130,30,0.8,0.3,0.01,5000,16,250,0
0.10092867280354,C,wind_imposed,100,60,0.8,0.3,0.01,5000,16,250,0
0.101445800891928,C,wind_imposed,110,60,0.8,0.3,0.01,5000,16,250,0
0.101814884973659,C,wind_imposed,120,60,0.8,0.3,0.01,5000,16,250,0
0.102087258241306,C,wind_imposed,130,60,0.8,0.3,0.01,5000,16,250,0
0.100731585165178,C,wind_imposed,100,80,0.8,0.3,0.01,5000,16,250,0
0.101263619309235,C,wind_imposed,110,80,0.8,0.3,0.01,5000,16,250,0
0.10163254990934,C,wind_imposed,120,80,0.8,0.3,0.01,5000,16,250,0
0.101909789418957,C,wind_imposed,130,80,0.8,0.3,0.01,5000,16,250,0
0.090451167957015,C,wind_imposed,100,30,0.9,0.3,0.01,5000,16,250,0
0.0909670988071395,C,wind_imposed,110,30,0.9,0.3,0.01,5000,16,250,0
0.0913449627555671,C,wind_imposed,120,30,0.9,0.3,0.01,5000,16,250,0
0.0916264372445496,C,wind_imposed,130,30,0.9,0.3,0.01,5000,16,250,0
0.0910448894134111,C,wind_imposed,100,60,0.9,0.3,0.01,5000,16,250,0
0.0915618618467883,C,wind_imposed,110,60,0.9,0.3,0.01,5000,16,250,0
0.0919390538328044,C,wind_imposed,120,60,0.9,0.3,0.01,5000,16,250,0
0.0922212481049172,C,wind_imposed,130,60,0.9,0.3,0.01,5000,16,250,0
0.0909534445738469,C,wind_imposed,100,80,0.9,0.3,0.01,5000,16,250,0
0.0914728419600858,C,wind_imposed,110,80,0.9,0.3,0.01,5000,16,250,0
0.0918496894501012,C,wind_imposed,120,80,0.9,0.3,0.01,5000,16,250,0
0.0921330652512184,C,wind_imposed,130,80,0.9,0.3,0.01,5000,16,250,0
0.196986997993433,C,wind_imposed,100,30,0.1,0.5,0.01,5000,16,250,0
0.200866432224048,C,wind_imposed,110,30,0.1,0.5,0.01,5000,16,250,0
0.203668549290595,C,wind_imposed,120,30,0.1,0.5,0.01,5000,16,250,0
0.205741633604989,C,wind_imposed,130,30,0.1,0.5,0.01,5000,16,250,0
0.198428610222185,C,wind_imposed,100,60,0.1,0.5,0.01,5000,16,250,0
0.202244357338869,C,wind_imposed,110,60,0.1,0.5,0.01,5000,16,250,0
0.205006529912559,C,wind_imposed,120,60,0.1,0.5,0.01,5000,16,250,0
0.20707767173161,C,wind_imposed,130,60,0.1,0.5,0.01,5000,16,250,0
0.198493587574497,C,wind_imposed,100,80,0.1,0.5,0.01,5000,16,250,0
0.202353998212588,C,wind_imposed,110,80,0.1,0.5,0.01,5000,16,250,0
