beta,load_comb,d,f_cck,chi1,chi2,rho,dg,L,c,weight
4.66462206366676,wind_imposed,130,30,0.3,0.5,0.01,16,5000,250,0.715
4.48340803583597,wind_imposed,100,60,0.3,0.5,0.01,16,5000,250,0.715
4.52210780348962,wind_imposed,110,60,0.3,0.5,0.01,16,5000,250,0.715
4.55071472355809,wind_imposed,120,60,0.3,0.5,0.01,16,5000,250,0.715
4.57256872488579,wind_imposed,130,60,0.3,0.5,0.01,16,5000,250,0.715
4.51618745082075,wind_imposed,100,80,0.3,0.5,0.01,16,5000,250,0.715
4.55526020168198,wind_imposed,110,80,0.3,0.5,0.01,16,5000,250,0.715
4.58419237326165,wind_imposed,120,80,0.3,0.5,0.01,16,5000,250,0.715
4.60626407164309,wind_imposed,130,80,0.3,0.5,0.01,16,5000,250,0.715
4.73247548570086,wind_imposed,100,30,0.4,0.5,0.01,16,5000,250,0.7692
4.77492426400693,wind_imposed,110,30,0.4,0.5,0.01,16,5000,250,0.7692
4.80626583363732,wind_imposed,120,30,0.4,0.5,0.01,16,5000,250,0.7692
4.83012481134705,wind_imposed,130,30,0.4,0.5,0.01,16,5000,250,0.7692
4.64154275750991,wind_imposed,100,60,0.4,0.5,0.01,16,5000,250,0.7692
4.68322283167999,wind_imposed,110,60,0.4,0.5,0.01,16,5000,250,0.7692
4.71403393349544,wind_imposed,120,60,0.4,0.5,0.01,16,5000,250,0.7692
4.73750479390217,wind_imposed,130,60,0.4,0.5,0.01,16,5000,250,0.7692
4.67483710077095,wind_imposed,100,80,0.4,0.5,0.01,16,5000,250,0.7692
4.71697851605214,wind_imposed,110,80,0.4,0.5,0.01,16,5000,250,0.7692
4.748104077208,wind_imposed,120,80,0.4,0.5,0.01,16,5000,250,0.7692
4.77180874992787,wind_imposed,130,80,0.4,0.5,0.01,16,5000,250,0.7692
5.05625981057149,wind_imposed,100,30,0.5,0.5,0.01,16,5000,250,0.5917
5.08837039939083,wind_imposed,110,30,0.5,0.5,0.01,16,5000,250,0.5917
5.11160623830202,wind_imposed,120,30,0.5,0.5,0.01,16,5000,250,0.5917
5.12906205353411,wind_imposed,130,30,0.5,0.5,0.01,16,5000,250,0.5917
4.97684484725115,wind_imposed,100,60,0.5,0.5,0.01,16,5000,250,0.5917
5.00913972861275,wind_imposed,110,60,0.5,0.5,0.01,16,5000,250,0.5917
5.03254703752564,wind_imposed,120,60,0.5,0.5,0.01,16,5000,250,0.5917
5.05006162499606,wind_imposed,130,60,0.5,0.5,0.01,16,5000,250,0.5917
5.00551376307365,wind_imposed,100,80,0.5,0.5,0.01,16,5000,250,0.5917
5.03774295073303,wind_imposed,110,80,0.5,0.5,0.01,16,5000,250,0.5917
5.061084134949,wind_imposed,120,80,0.5,0.5,0.01,16,5000,250,0.5917
5.07860655186409,wind_imposed,130,80,0.5,0.5,0.01,16,5000,250,0.5917
4.77708105252618,wind_imposed,100,30,0.6,0.5,0.01,16,5000,250,0.1972
4.80170611242915,wind_imposed,110,30,0.6,0.5,0.01,16,5000,250,0.1972
4.81979732908787,wind_imposed,120,30,0.6,0.5,0.01,16,5000,250,0.1972
4.83344540795722,wind_imposed,130,30,0.6,0.5,0.01,16,5000,250,0.1972
4.70299173501959,wind_imposed,100,60,0.6,0.5,0.01,16,5000,250,0.1972
4.72760943300627,wind_imposed,110,60,0.6,0.5,0.01,16,5000,250,0.1972
4.74568054951456,wind_imposed,120,60,0.6,0.5,0.01,16,5000,250,0.1972
4.75934065768011,wind_imposed,130,60,0.6,0.5,0.01,16,5000,250,0.1972
4.72894939843321,wind_imposed,100,80,0.6,0.5,0.01,16,5000,250,0.1972
4.75361364158844,wind_imposed,110,80,0.6,0.5,0.01,16,5000,250,0.1972
4.7716732923868,wind_imposed,120,80,0.6,0.5,0.01,16,5000,250,0.1972
4.78536141271438,wind_imposed,130,80,0.6,0.5,0.01,16,5000,250,0.1972
4.5271631602314,wind_imposed,100,30,0.7,0.5,0.01,16,5000,250,0.0592
4.54705792957997,wind_imposed,110,30,0.7,0.5,0.01,16,5000,250,0.0592
4.56172642387036,wind_imposed,120,30,0.7,0.5,0.01,16,5000,250,0.0592
4.57289151108081,wind_imposed,130,30,0.7,0.5,0.01,16,5000,250,0.0592
4.45706818464109,wind_imposed,100,60,0.7,0.5,0.01,16,5000,250,0.0592
4.47682141804198,wind_imposed,110,60,0.7,0.5,0.01,16,5000,250,0.0592
4.49142589321063,wind_imposed,120,60,0.7,0.5,0.01,16,5000,250,0.0592
4.50256509815279,wind_imposed,130,60,0.7,0.5,0.01,16,5000,250,0.0592
4.48111960461847,wind_imposed,100,80,0.7,0.5,0.01,16,5000,250,0.0592
4.50087631691188,wind_imposed,110,80,0.7,0.5,0.01,16,5000,250,0.0592
4.51554506953761,wind_imposed,120,80,0.7,0.5,0.01,16,5000,250,0.0592
4.5267058141143,wind_imposed,130,80,0.7,0.5,0.01,16,5000,250,0.0592
4.30282209393115,wind_imposed,100,30,0.8,0.5,0.01,16,5000,250,0
4.31932784934467,wind_imposed,110,30,0.8,0.5,0.01,16,5000,250,0
4.33147348262307,wind_imposed,120,30,0.8,0.5,0.01,16,5000,250,0
4.34079074720825,wind_imposed,130,30,0.8,0.5,0.01,16,5000,250,0
4.23606450934015,wind_imposed,100,60,0.8,0.5,0.01,16,5000,250,0
4.25235001411453,wind_imposed,110,60,0.8,0.5,0.01,16,5000,250,0
4.26448873225622,wind_imposed,120,60,0.8,0.5,0.01,16,5000,250,0
4.27373158890068,wind_imposed,130,60,0.8,0.5,0.01,16,5000,250,0
4.25850010224267,wind_imposed,100,80,0.8,0.5,0.01,16,5000,250,0
4.27486695155518,wind_imposed,110,80,0.8,0.5,0.01,16,5000,250,0
4.28703237598566,wind_imposed,120,80,0.8,0.5,0.01,16,5000,250,0
4.2963333156395,wind_imposed,130,80,0.8,0.5,0.01,16,5000,250,0
4.09937333176304,wind_imposed,100,30,0.9,0.5,0.01,16,5000,250,0
4.11316501205033,wind_imposed,110,30,0.9,0.5,0.01,16,5000,250,0
4.12345748197014,wind_imposed,120,30,0.9,0.5,0.01,16,5000,250,0
4.13135823289092,wind_imposed,130,30,0.9,0.5,0.01,16,5000,250,0
4.03569510140888,wind_imposed,100,60,0.9,0.5,0.01,16,5000,250,0
4.04935645249651,wind_imposed,110,60,0.9,0.5,0.01,16,5000,250,0
4.05956085761762,wind_imposed,120,60,0.9,0.5,0.01,16,5000,250,0
4.067378448874,wind_imposed,130,60,0.9,0.5,0.01,16,5000,250,0
4.05681167664264,wind_imposed,100,80,0.9,0.5,0.01,16,5000,250,0
4.0705158278423,wind_imposed,110,80,0.9,0.5,0.01,16,5000,250,0
4.08074833708566,wind_imposed,120,80,0.9,0.5,0.01,16,5000,250,0
4.08860313667389,wind_imposed,130,80,0.9,0.5,0.01,16,5000,250,0
4.23724548802427,snow_imposed,100,30,0.1,0.1,0.01,16,5000,250,0
4.3419646643292,snow_imposed,110,30,0.1,0.1,0.01,16,5000,250,0
4.42208633869329,snow_imposed,120,30,0.1,0.1,0.01,16,5000,250,0
4.48442349367153,snow_imposed,130,30,0.1,0.1,0.01,16,5000,250,0
4.10665187582438,snow_imposed,100,60,0.1,0.1,0.01,16,5000,250,0
4.20807423048538,snow_imposed,110,60,0.1,0.1,0.01,16,5000,250,0
4.28580368655829,snow_imposed,120,60,0.1,0.1,0.01,16,5000,250,0
4.34646963512457,snow_imposed,130,60,0.1,0.1,0.01,16,5000,250,0
4.15870725625003,snow_imposed,100,80,0.1,0.1,0.01,16,5000,250,0
4.26257102819377,snow_imposed,110,80,0.1,0.1,0.01,16,5000,250,0
4.34214565549566,snow_imposed,120,80,0.1,0.1,0.01,16,5000,250,0
4.40422823761582,snow_imposed,130,80,0.1,0.1,0.01,16,5000,250,0
4.49253514137269,snow_imposed,100,30,0.2,0.1,0.01,16,5000,250,0
4.60483152894094,snow_imposed,110,30,0.2,0.1,0.01,16,5000,250,0
4.69009074341135,snow_imposed,120,30,0.2,0.1,0.01,16,5000,250,0
4.7561341499541,snow_imposed,130,30,0.2,0.1,0.01,16,5000,250,0
4.36474209300926,snow_imposed,100,60,0.2,0.1,0.01,16,5000,250,0
4.47377432246654,snow_imposed,110,60,0.2,0.1,0.01,16,5000,250,0
4.55682612007437,snow_imposed,120,60,0.2,0.1,0.01,16,5000,250,0
4.62131547893137,snow_imposed,130,60,0.2,0.1,0.01,16,5000,250,0
4.41648928636862,snow_imposed,100,80,0.2,0.1,0.01,16,5000,250,0
4.52806245268924,snow_imposed,110,80,0.2,0.1,0.01,16,5000,250,0
4.61300575981797,snow_imposed,120,80,0.2,0.1,0.01,16,5000,250,0
4.67887851218421,snow_imposed,130,80,0.2,0.1,0.01,16,5000,250,0
4.64344692678358,snow_imposed,100,30,0.3,0.1,0.01,16,5000,250,0
4.735670716302,snow_imposed,110,30,0.3,0.1,0.01,16,5000,250,0
4.64054322164782,snow_imposed,120,30,0.3,0.1,0.01,16,5000,250,0
4.66899143178022,snow_imposed,130,30,0.3,0.1,0.01,16,5000,250,0
4.52432895349706,snow_imposed,100,60,0.3,0.1,0.01,16,5000,250,0
4.61540361430511,snow_imposed,110,60,0.3,0.1,0.01,16,5000,250,0
4.68162460857323,snow_imposed,120,60,0.3,0.1,0.01,16,5000,250,0
4.56769110560862,snow_imposed,130,60,0.3,0.1,0.01,16,5000,250,0
4.57186382438437,snow_imposed,100,80,0.3,0.1,0.01,16,5000,250,0
4.6640180799331,snow_imposed,110,80,0.3,0.1,0.01,16,5000,250,0
4.57747549851904,snow_imposed,120,80,0.3,0.1,0.01,16,5000,250,0
4.60594836315899,snow_imposed,130,80,0.3,0.1,0.01,16,5000,250,0
4.30838317088552,snow_imposed,100,30,0.4,0.1,0.01,16,5000,250,0
4.34290428084694,snow_imposed,110,30,0.4,0.1,0.01,16,5000,250,0
4.36842841854495,snow_imposed,120,30,0.4,0.1,0.01,16,5000,250,0
4.38782672086809,snow_imposed,130,30,0.4,0.1,0.01,16,5000,250,0
4.21868327212818,snow_imposed,100,60,0.4,0.1,0.01,16,5000,250,0
4.25280634570063,snow_imposed,110,60,0.4,0.1,0.01,16,5000,250,0
4.27809102342866,snow_imposed,120,60,0.4,0.1,0.01,16,5000,250,0
4.29724751868685,snow_imposed,130,60,0.4,0.1,0.01,16,5000,250,0
4.25068845917,snow_imposed,100,80,0.4,0.1,0.01,16,5000,250,0
4.28505327727698,snow_imposed,110,80,0.4,0.1,0.01,16,5000,250,0
4.31043926324475,snow_imposed,120,80,0.4,0.1,0.01,16,5000,250,0
4.32978595058975,snow_imposed,130,80,0.4,0.1,0.01,16,5000,250,0
4.11065166105701,snow_imposed,100,30,0.5,0.1,0.01,16,5000,250,0
4.13643586594773,snow_imposed,110,30,0.5,0.1,0.01,16,5000,250,0
4.15560651817118,snow_imposed,120,30,0.5,0.1,0.01,16,5000,250,0
4.17026009377837,snow_imposed,130,30,0.5,0.1,0.01,16,5000,250,0
4.02841363776344,snow_imposed,100,60,0.5,0.1,0.01,16,5000,250,0
4.05374730480516,snow_imposed,110,60,0.5,0.1,0.01,16,5000,250,0
4.07263081657673,snow_imposed,120,60,0.5,0.1,0.01,16,5000,250,0
4.08707177592738,snow_imposed,130,60,0.5,0.1,0.01,16,5000,250,0
4.05685340400823,snow_imposed,100,80,0.5,0.1,0.01,16,5000,250,0
4.08242908927561,snow_imposed,110,80,0.5,0.1,0.01,16,5000,250,0
4.10149309652923,snow_imposed,120,80,0.5,0.1,0.01,16,5000,250,0
4.11599382665571,snow_imposed,130,80,0.5,0.1,0.01,16,5000,250,0
3.9455468593535,snow_imposed,100,30,0.6,0.1,0.01,16,5000,250,0
3.96596315281195,snow_imposed,110,30,0.6,0.1,0.01,16,5000,250,0
3.98127057009384,snow_imposed,120,30,0.6,0.1,0.01,16,5000,250,0
3.99298611580088,snow_imposed,130,30,0.6,0.1,0.01,16,5000,250,0
3.868879872401,snow_imposed,100,60,0.6,0.1,0.01,16,5000,250,0
3.88892592033466,snow_imposed,110,60,0.6,0.1,0.01,16,5000,250,0
3.90392533543202,snow_imposed,120,60,0.6,0.1,0.01,16,5000,250,0
3.91542655747916,snow_imposed,130,60,0.6,0.1,0.01,16,5000,250,0
3.89485357374872,snow_imposed,100,80,0.6,0.1,0.01,16,5000,250,0
3.91506572266848,snow_imposed,110,80,0.6,0.1,0.01,16,5000,250,0
3.93021506926915,snow_imposed,120,80,0.6,0.1,0.01,16,5000,250,0
3.94181343801177,snow_imposed,130,80,0.6,0.1,0.01,16,5000,250,0
3.80768165355639,snow_imposed,100,30,0.7,0.1,0.01,16,5000,250,0
3.8245630784175,snow_imposed,110,30,0.7,0.1,0.01,16,5000,250,0
3.8371676808141,snow_imposed,120,30,0.7,0.1,0.01,16,5000,250,0
3.84686186041003,snow_imposed,130,30,0.7,0.1,0.01,16,5000,250,0
3.73532804767484,snow_imposed,100,60,0.7,0.1,0.01,16,5000,250,0
3.75199701899883,snow_imposed,110,60,0.7,0.1,0.01,16,5000,250,0
3.76436438644394,snow_imposed,120,60,0.7,0.1,0.01,16,5000,250,0
3.77387546861947,snow_imposed,130,60,0.7,0.1,0.01,16,5000,250,0
3.75958609012803,snow_imposed,100,80,0.7,0.1,0.01,16,5000,250,0
3.77620839047423,snow_imposed,110,80,0.7,0.1,0.01,16,5000,250,0
3.78869150939863,snow_imposed,120,80,0.7,0.1,0.01,16,5000,250,0
3.79827775296389,snow_imposed,130,80,0.7,0.1,0.01,16,5000,250,0
3.69137339160352,snow_imposed,100,30,0.8,0.1,0.01,16,5000,250,0
3.70564195863206,snow_imposed,110,30,0.8,0.1,0.01,16,5000,250,0
3.71634848426364,snow_imposed,120,30,0.8,0.1,0.01,16,5000,250,0
3.72463821350542,snow_imposed,130,30,0.8,0.1,0.01,16,5000,250,0
3.62298891463938,snow_imposed,100,60,0.8,0.1,0.01,16,5000,250,0
3.63692438552978,snow_imposed,110,60,0.8,0.1,0.01,16,5000,250,0
3.64741572357198,snow_imposed,120,60,0.8,0.1,0.01,16,5000,250,0
3.65547481111427,snow_imposed,130,60,0.8,0.1,0.01,16,5000,250,0
3.64547498703969,snow_imposed,100,80,0.8,0.1,0.01,16,5000,250,0
3.65959180739006,snow_imposed,110,80,0.8,0.1,0.01,16,5000,250,0
3.67013810398648,snow_imposed,120,80,0.8,0.1,0.01,16,5000,250,0
3.67833306850139,snow_imposed,130,80,0.8,0.1,0.01,16,5000,250,0
3.59223017500051,snow_imposed,100,30,0.9,0.1,0.01,16,5000,250,0
3.60459179273148,snow_imposed,110,30,0.9,0.1,0.01,16,5000,250,0
3.61385370047495,snow_imposed,120,30,0.9,0.1,0.01,16,5000,250,0
3.62101630289735,snow_imposed,130,30,0.9,0.1,0.01,16,5000,250,0
3.52693866268945,snow_imposed,100,60,0.9,0.1,0.01,16,5000,250,0
3.53897249657508,snow_imposed,110,60,0.9,0.1,0.01,16,5000,250,0
3.54803390428689,snow_imposed,120,60,0.9,0.1,0.01,16,5000,250,0
3.55502098311647,snow_imposed,130,60,0.9,0.1,0.01,16,5000,250,0
3.54816330382496,snow_imposed,100,80,0.9,0.1,0.01,16,5000,250,0
3.56034125661096,snow_imposed,110,80,0.9,0.1,0.01,16,5000,250,0
3.56951612559969,snow_imposed,120,80,0.9,0.1,0.01,16,5000,250,0
3.57659722985785,snow_imposed,130,80,0.9,0.1,0.01,16,5000,250,0
4.68951258859506,snow_imposed,100,30,0.1,0.3,0.01,16,5000,250,0
4.79735917583166,snow_imposed,110,30,0.1,0.3,0.01,16,5000,250,0
4.87728294106004,snow_imposed,120,30,0.1,0.3,0.01,16,5000,250,0
4.9380146905836,snow_imposed,130,30,0.1,0.3,0.01,16,5000,250,0
4.56657615329623,snow_imposed,100,60,0.1,0.3,0.01,16,5000,250,0
4.67200708434774,snow_imposed,110,60,0.1,0.3,0.01,16,5000,250,0
4.75050157598341,snow_imposed,120,60,0.1,0.3,0.01,16,5000,250,0
4.81032242778517,snow_imposed,130,60,0.1,0.3,0.01,16,5000,250,0
4.61648410226467,snow_imposed,100,80,0.1,0.3,0.01,16,5000,250,0
4.72388318079037,snow_imposed,110,80,0.1,0.3,0.01,16,5000,250,0
4.80368564696458,snow_imposed,120,80,0.1,0.3,0.01,16,5000,250,0
4.86442747810121,snow_imposed,130,80,0.1,0.3,0.01,16,5000,250,0
4.89273488922236,snow_imposed,100,30,0.2,0.3,0.01,16,5000,250,0.2383
5.00839338432415,snow_imposed,110,30,0.2,0.3,0.01,16,5000,250,0.2383
5.0938504686675,snow_imposed,120,30,0.2,0.3,0.01,16,5000,250,0.2383
5.15858896926111,snow_imposed,130,30,0.2,0.3,0.01,16,5000,250,0.2383
4.77133916081514,snow_imposed,100,60,0.2,0.3,0.01,16,5000,250,0.2383
4.88445776731477,snow_imposed,110,60,0.2,0.3,0.01,16,5000,250,0.2383
4.96839911667291,snow_imposed,120,60,0.2,0.3,0.01,16,5000,250,0.2383
5.03222314922631,snow_imposed,130,60,0.2,0.3,0.01,16,5000,250,0.2383
4.82130514646087,snow_imposed,100,80,0.2,0.3,0.01,16,5000,250,0.2383
4.93657271399988,snow_imposed,110,80,0.2,0.3,0.01,16,5000,250,0.2383
5.02194722555785,snow_imposed,120,80,0.2,0.3,0.01,16,5000,250,0.2383
5.0867340355963,snow_imposed,130,80,0.2,0.3,0.01,16,5000,250,0.2383
5.031602083086,snow_imposed,100,30,0.3,0.3,0.01,16,5000,250,0.8639
5.13953792201326,snow_imposed,110,30,0.3,0.3,0.01,16,5000,250,0.8639
5.21756397797361,snow_imposed,120,30,0.3,0.3,0.01,16,5000,250,0.8639
5.07530826579037,snow_imposed,130,30,0.3,0.3,0.01,16,5000,250,0.8639
4.9143902866157,snow_imposed,100,60,0.3,0.3,0.01,16,5000,250,0.8639
5.02061574149489,snow_imposed,110,60,0.3,0.3,0.01,16,5000,250,0.8639
5.09781968453952,snow_imposed,120,60,0.3,0.3,0.01,16,5000,250,0.8639
5.15557255160109,snow_imposed,130,60,0.3,0.3,0.01,16,5000,250,0.8639
4.96246397966171,snow_imposed,100,80,0.3,0.3,0.01,16,5000,250,0.8639
5.07024270950585,snow_imposed,110,80,0.3,0.3,0.01,16,5000,250,0.8639
5.14834930682586,snow_imposed,120,80,0.3,0.3,0.01,16,5000,250,0.8639
5.01343179314911,snow_imposed,130,80,0.3,0.3,0.01,16,5000,250,0.8639
4.62431961693832,snow_imposed,100,30,0.4,0.3,0.01,16,5000,250,0.9295
4.66362805726262,snow_imposed,110,30,0.4,0.3,0.01,16,5000,250,0.9295
4.69249724239793,snow_imposed,120,30,0.4,0.3,0.01,16,5000,250,0.9295
4.71438518197826,snow_imposed,130,30,0.4,0.3,0.01,16,5000,250,0.9295
4.53433918623141,snow_imposed,100,60,0.4,0.3,0.01,16,5000,250,0.9295
4.57318601459388,snow_imposed,110,60,0.4,0.3,0.01,16,5000,250,0.9295
4.6017499834214,snow_imposed,120,60,0.4,0.3,0.01,16,5000,250,0.9295
4.6234214292037,snow_imposed,130,60,0.4,0.3,0.01,16,5000,250,0.9295
4.56699449579553,snow_imposed,100,80,0.4,0.3,0.01,16,5000,250,0.9295
4.60616232250136,snow_imposed,110,80,0.4,0.3,0.01,16,5000,250,0.9295
4.63494130507615,snow_imposed,120,80,0.4,0.3,0.01,16,5000,250,0.9295
4.65675373439876,snow_imposed,130,80,0.4,0.3,0.01,16,5000,250,0.9295
4.35729366631052,snow_imposed,100,30,0.5,0.3,0.01,16,5000,250,0.715
4.38612318781333,snow_imposed,110,30,0.5,0.3,0.01,16,5000,250,0.715
4.40746130537951,snow_imposed,120,30,0.5,0.3,0.01,16,5000,250,0.715
4.42374290720278,snow_imposed,130,30,0.5,0.3,0.01,16,5000,250,0.715
4.27437136825677,snow_imposed,100,60,0.5,0.3,0.01,16,5000,250,0.715
4.3027739143989,snow_imposed,110,60,0.5,0.3,0.01,16,5000,250,0.715
4.32382414912269,snow_imposed,120,60,0.5,0.3,0.01,16,5000,250,0.715
4.3399048202445,snow_imposed,130,60,0.5,0.3,0.01,16,5000,250,0.715
4.30347925410073,snow_imposed,100,80,0.5,0.3,0.01,16,5000,250,0.715
4.3320941851276,snow_imposed,110,80,0.5,0.3,0.01,16,5000,250,0.715
4.35326286817531,snow_imposed,120,80,0.5,0.3,0.01,16,5000,250,0.715
4.36951770458686,snow_imposed,130,80,0.5,0.3,0.01,16,5000,250,0.715
4.1310202959601,snow_imposed,100,30,0.6,0.3,0.01,16,5000,250,0.2383
4.15342505309013,snow_imposed,110,30,0.6,0.3,0.01,16,5000,250,0.2383
4.17010102114319,snow_imposed,120,30,0.6,0.3,0.01,16,5000,250,0.2383
4.18287284051284,snow_imposed,130,30,0.6,0.3,0.01,16,5000,250,0.2383
4.05358467057185,snow_imposed,100,60,0.6,0.3,0.01,16,5000,250,0.2383
4.07558621015598,snow_imposed,110,60,0.6,0.3,0.01,16,5000,250,0.2383
4.09200284698901,snow_imposed,120,60,0.6,0.3,0.01,16,5000,250,0.2383
4.10452714417122,snow_imposed,130,60,0.6,0.3,0.01,16,5000,250,0.2383
4.08009074096251,snow_imposed,100,80,0.6,0.3,0.01,16,5000,250,0.2383
4.1022668922785,snow_imposed,110,80,0.6,0.3,0.01,16,5000,250,0.2383
4.11884132073509,snow_imposed,120,80,0.6,0.3,0.01,16,5000,250,0.2383
4.13146911073229,snow_imposed,130,80,0.6,0.3,0.01,16,5000,250,0.2383
3.938980005925,snow_imposed,100,30,0.7,0.3,0.01,16,5000,250,0.0715
3.95705562274993,snow_imposed,110,30,0.7,0.3,0.01,16,5000,250,0.0715
3.97056834643255,snow_imposed,120,30,0.7,0.3,0.01,16,5000,250,0.0715
3.98098416534299,snow_imposed,130,30,0.7,0.3,0.01,16,5000,250,0.0715
3.86605357685129,snow_imposed,100,60,0.7,0.3,0.01,16,5000,250,0.0715
3.88378079142117,snow_imposed,110,60,0.7,0.3,0.01,16,5000,250,0.0715
3.89702403473438,snow_imposed,120,60,0.7,0.3,0.01,16,5000,250,0.0715
3.90725841570097,snow_imposed,130,60,0.7,0.3,0.01,16,5000,250,0.0715
3.89054035689389,snow_imposed,100,80,0.7,0.3,0.01,16,5000,250,0.0715
3.90842024216723,snow_imposed,110,80,0.7,0.3,0.01,16,5000,250,0.0715
3.92177860771488,snow_imposed,120,80,0.7,0.3,0.01,16,5000,250,0.0715
3.9320963777091,snow_imposed,130,80,0.7,0.3,0.01,16,5000,250,0.0715
3.77431583190522,snow_imposed,100,30,0.8,0.3,0.01,16,5000,250,0
3.78935875204997,snow_imposed,110,30,0.8,0.3,0.01,16,5000,250,0
3.80060438631295,snow_imposed,120,30,0.8,0.3,0.01,16,5000,250,0
3.80923889646321,snow_imposed,130,30,0.8,0.3,0.01,16,5000,250,0
3.70529085091895,snow_imposed,100,60,0.8,0.3,0.01,16,5000,250,0
3.71990020923861,snow_imposed,110,60,0.8,0.3,0.01,16,5000,250,0
3.73089306474728,snow_imposed,120,60,0.8,0.3,0.01,16,5000,250,0
3.73939988050251,snow_imposed,130,60,0.8,0.3,0.01,16,5000,250,0
3.72804324229224,snow_imposed,100,80,0.8,0.3,0.01,16,5000,250,0
3.74281600054938,snow_imposed,110,80,0.8,0.3,0.01,16,5000,250,0
3.75391958153495,snow_imposed,120,80,0.8,0.3,0.01,16,5000,250,0
3.76247487413776,snow_imposed,130,80,0.8,0.3,0.01,16,5000,250,0
3.63161156632144,snow_imposed,100,30,0.9,0.3,0.01,16,5000,250,0
3.64428849508418,snow_imposed,110,30,0.9,0.3,0.01,16,5000,250,0
3.65381950272534,snow_imposed,120,30,0.9,0.3,0.01,16,5000,250,0
3.6611515621907,snow_imposed,130,30,0.9,0.3,0.01,16,5000,250,0
3.56601144210321,snow_imposed,100,60,0.9,0.3,0.01,16,5000,250,0
3.57837660628886,snow_imposed,110,60,0.9,0.3,0.01,16,5000,250,0
3.58769393189293,snow_imposed,120,60,0.9,0.3,0.01,16,5000,250,0
3.59488772517664,snow_imposed,130,60,0.9,0.3,0.01,16,5000,250,0
3.58746843303613,snow_imposed,100,80,0.9,0.3,0.01,16,5000,250,0
3.59995622217395,snow_imposed,110,80,0.9,0.3,0.01,16,5000,250,0
3.60929600008459,snow_imposed,120,80,0.9,0.3,0.01,16,5000,250,0
3.61654021208895,snow_imposed,130,80,0.9,0.3,0.01,16,5000,250,0
4.35680440036833,snow_imposed,100,30,0.1,0.5,0.01,16,5000,250,0
4.39239353045182,snow_imposed,110,30,0.1,0.5,0.01,16,5000,250,0
4.41881033596566,snow_imposed,120,30,0.1,0.5,0.01,16,5000,250,0
4.43897453948242,snow_imposed,130,30,0.1,0.5,0.01,16,5000,250,0
4.2669700085549,snow_imposed,100,60,0.1,0.5,0.01,16,5000,250,0
4.30187176651508,snow_imposed,110,60,0.1,0.5,0.01,16,5000,250,0
4.32780890860468,snow_imposed,120,60,0.1,0.5,0.01,16,5000,250,0
4.34764143373168,snow_imposed,130,60,0.1,0.5,0.01,16,5000,250,0
4.29906866230334,snow_imposed,100,80,0.1,0.5,0.01,16,5000,250,0
4.33434739231851,snow_imposed,110,80,0.1,0.5,0.01,16,5000,250,0
4.36053034515069,snow_imposed,120,80,0.1,0.5,0.01,16,5000,250,0
4.38056137038437,snow_imposed,130,80,0.1,0.5,0.01,16,5000,250,0
4.48116907327253,snow_imposed,100,30,0.2,0.5,0.01,16,5000,250,0.1972
4.51879305572391,snow_imposed,110,30,0.2,0.5,0.01,16,5000,250,0.1972
4.54665312802013,snow_imposed,120,30,0.2,0.5,0.01,16,5000,250,0.1972
4.56799266432054,snow_imposed,130,30,0.2,0.5,0.01,16,5000,250,0.1972
4.39115895552209,snow_imposed,100,60,0.2,0.5,0.01,16,5000,250,0.1972
4.42805795049123,snow_imposed,110,60,0.2,0.5,0.01,16,5000,250,0.1972
4.45542836744945,snow_imposed,120,60,0.2,0.5,0.01,16,5000,250,0.1972
4.47629129371215,snow_imposed,130,60,0.2,0.5,0.01,16,5000,250,0.1972
4.4235323691511,snow_imposed,100,80,0.2,0.5,0.01,16,5000,250,0.1972
4.46089320993189,snow_imposed,110,80,0.2,0.5,0.01,16,5000,250,0.1972
4.48849049948567,snow_imposed,120,80,0.2,0.5,0.01,16,5000,250,0.1972
4.50965135440878,snow_imposed,130,80,0.2,0.5,0.01,16,5000,250,0.1972
4.62805607262949,snow_imposed,100,30,0.3,0.5,0.01,16,5000,250,0.715
4.66831130182185,snow_imposed,110,30,0.3,0.5,0.01,16,5000,250,0.715
4.69808620819528,snow_imposed,120,30,0.3,0.5,0.01,16,5000,250,0.715
4.72077894033042,snow_imposed,130,30,0.3,0.5,0.01,16,5000,250,0.715
4.53755924956125,snow_imposed,100,60,0.3,0.5,0.01,16,5000,250,0.715
4.57708943349353,snow_imposed,110,60,0.3,0.5,0.01,16,5000,250,0.715
4.60634050914918,snow_imposed,120,60,0.3,0.5,0.01,16,5000,250,0.715
4.62865427546653,snow_imposed,130,60,0.3,0.5,0.01,16,5000,250,0.715
4.5704625892458,snow_imposed,100,80,0.3,0.5,0.01,16,5000,250,0.715
4.61039777895333,snow_imposed,110,80,0.3,0.5,0.01,16,5000,250,0.715
4.63995950148917,snow_imposed,120,80,0.3,0.5,0.01,16,5000,250,0.715
4.66249603728913,snow_imposed,130,80,0.3,0.5,0.01,16,5000,250,0.715
4.80126804470389,snow_imposed,100,30,0.4,0.5,0.01,16,5000,250,0.7692
4.84521787285314,snow_imposed,110,30,0.4,0.5,0.01,16,5000,250,0.7692
4.87762460512298,snow_imposed,120,30,0.4,0.5,0.01,16,5000,250,0.7692
4.9022761439229,snow_imposed,130,30,0.4,0.5,0.01,16,5000,250,0.7692
4.71005461257535,snow_imposed,100,60,0.4,0.5,0.01,16,5000,250,0.7692
